,0,1,2,3
0,0S0R2SDS,1,0,"http://dbpedia.org/resource/Alameda,_California"
1,0S0R2SDS,2,0,http://dbpedia.org/resource/Albania
2,0S0R2SDS,3,0,"http://dbpedia.org/resource/Albany,_New_York"
3,0S0R2SDS,4,0,http://dbpedia.org/resource/Albertville
4,0S0R2SDS,5,0,http://dbpedia.org/resource/Mark_Tross
5,0S0R2SDS,6,0,"http://dbpedia.org/resource/Albuquerque,_New_Mexico"
6,0S0R2SDS,7,0,"http://dbpedia.org/resource/Albuquerque,_New_Mexico"
7,0S0R2SDS,8,0,"http://dbpedia.org/resource/Altoona,_Pennsylvania"
8,0S0R2SDS,9,0,http://dbpedia.org/resource/Algonquian_languages
9,0S0R2SDS,10,0,"http://dbpedia.org/resource/Allentown,_Pennsylvania"
10,0S0R2SDS,11,0,"http://dbpedia.org/resource/Ann_Arbor,_Michigan"
11,0S0R2SDS,12,0,http://dbpedia.org/resource/Jennifer_Aniston
12,0S0R2SDS,13,0,http://dbpedia.org/resource/Angola
13,0S0R2SDS,14,0,http://dbpedia.org/resource/Guano_Apes
14,0S0R2SDS,15,0,http://dbpedia.org/resource/Arlesey_Town_F.C.
15,0S0R2SDS,16,0,http://dbpedia.org/resource/Ventricle_(heart)
16,0S0R2SDS,17,0,"http://dbpedia.org/resource/Athol,_Massachusetts"
17,0S0R2SDS,18,0,http://dbpedia.org/resource/Albania
18,0S0R2SDS,19,0,http://dbpedia.org/resource/Auburn_University
19,0S0R2SDS,20,0,http://dbpedia.org/resource/Alternative_rock
20,0S0R2SDS,21,0,http://dbpedia.org/resource/Malaika_Arora
21,0S0R2SDS,22,0,http://dbpedia.org/resource/Uaroo
22,0S0R2SDS,23,0,"http://dbpedia.org/resource/Bakersfield,_California"
23,0S0R2SDS,24,0,http://dbpedia.org/resource/Bandra
24,0S0R2SDS,25,0,"http://dbpedia.org/resource/Bardstown,_Kentucky"
25,0S0R2SDS,26,0,http://dbpedia.org/resource/Richard_L._Bare
26,0S0R2SDS,27,0,http://dbpedia.org/resource/Bacteria
27,0S0R2SDS,28,0,"http://dbpedia.org/resource/Bayou_La_Batre,_Alabama"
28,0S0R2SDS,29,0,http://dbpedia.org/resource/Beastie_Boys
29,0S0R2SDS,30,0,http://dbpedia.org/resource/Coleophoridae
30,0S0R2SDS,31,0,"http://dbpedia.org/resource/Bever,_Switzerland"
31,0S0R2SDS,32,0,"http://dbpedia.org/resource/Bellevue,_Washington"
32,0S0R2SDS,33,0,"http://dbpedia.org/resource/Bemidji,_Minnesota"
33,0S0R2SDS,34,0,"http://dbpedia.org/resource/Bemidji,_Minnesota"
34,0S0R2SDS,35,0,http://dbpedia.org/resource/PFC_Beroe_Stara_Zagora
35,0S0R2SDS,36,0,"http://dbpedia.org/resource/University_of_California,_Berkeley"
36,0S0R2SDS,37,0,http://dbpedia.org/resource/Natalie_Curtis
37,0S0R2SDS,38,0,http://dbpedia.org/resource/Bertolt_Brecht
38,0S0R2SDS,39,0,http://dbpedia.org/resource/Bertie_Ahern
39,0S0R2SDS,40,0,http://dbpedia.org/resource/Željko_Bilecki
40,0S0R2SDS,41,0,"http://dbpedia.org/resource/Bellingham,_Washington"
41,0S0R2SDS,42,0,http://dbpedia.org/resource/Birmingham
42,0S0R2SDS,43,0,http://dbpedia.org/resource/George_A._Birmingham
43,0S0R2SDS,44,0,http://dbpedia.org/resource/Chris_Bolder
44,0S0R2SDS,45,0,"http://dbpedia.org/resource/Breckinridge_County,_Kentucky"
45,0S0R2SDS,46,0,http://dbpedia.org/resource/Milwaukee_Brewers
46,0S0R2SDS,47,0,http://dbpedia.org/resource/New_Brunswick
47,0S0R2SDS,48,0,http://dbpedia.org/resource/Benue–Congo_languages
48,0S0R2SDS,49,0,http://dbpedia.org/resource/George_W._Bush
49,0S0R2SDS,50,0,http://dbpedia.org/resource/Unincorporated_area
50,0S0R2SDS,51,0,http://dbpedia.org/resource/Arachnid
51,0S0R2SDS,52,0,http://dbpedia.org/resource/Glen_Campbell
52,0S0R2SDS,53,0,http://dbpedia.org/resource/Montreal
53,0S0R2SDS,54,0,"http://dbpedia.org/resource/Castroville,_Texas"
54,0S0R2SDS,55,0,http://dbpedia.org/resource/Wakefield
55,0S0R2SDS,56,0,http://dbpedia.org/resource/Dublin
56,0S0R2SDS,57,0,http://dbpedia.org/resource/Glenn_Chadbourne
57,0S0R2SDS,58,0,http://dbpedia.org/resource/University_of_Illinois_at_Urbana–Champaign
58,0S0R2SDS,59,0,http://dbpedia.org/resource/University_of_Illinois_at_Urbana–Champaign
59,0S0R2SDS,60,0,http://dbpedia.org/resource/Charlton_Athletic_F.C.
60,0S0R2SDS,61,0,"http://dbpedia.org/resource/Chatsworth,_Georgia"
61,0S0R2SDS,62,0,"http://dbpedia.org/resource/Chattanooga,_Tennessee"
62,0S0R2SDS,63,0,"http://dbpedia.org/resource/Chattanooga,_Tennessee"
63,0S0R2SDS,64,0,http://dbpedia.org/resource/Shaahin_Cheyene
64,0S0R2SDS,65,0,http://dbpedia.org/resource/Chicago
65,0S0R2SDS,66,0,http://dbpedia.org/resource/Czechoslovakia
66,0S0R2SDS,67,0,"http://dbpedia.org/resource/Chico,_California"
67,0S0R2SDS,68,0,"http://dbpedia.org/resource/Chula_Vista,_California"
68,0S0R2SDS,69,0,http://dbpedia.org/resource/Cincinnati
69,0S0R2SDS,70,0,http://dbpedia.org/resource/Cincinnati
70,0S0R2SDS,72,0,http://dbpedia.org/resource/Bill_Clinton
71,0S0R2SDS,73,0,http://dbpedia.org/resource/Coahuila
72,0S0R2SDS,74,0,http://dbpedia.org/resource/Country_code_top-level_domain
73,0S0R2SDS,75,0,http://dbpedia.org/resource/CoDi
74,0S0R2SDS,76,0,"http://dbpedia.org/resource/Collinsville,_Illinois"
75,0S0R2SDS,77,0,http://dbpedia.org/resource/Murder_of_Victoria_Climbié
76,0S0R2SDS,78,0,"http://dbpedia.org/resource/Columbus,_Ohio"
77,0S0R2SDS,79,0,http://dbpedia.org/resource/Andrew_Colvile
78,0S0R2SDS,80,0,http://dbpedia.org/resource/Jeff_Conaway
79,0S0R2SDS,81,0,"http://dbpedia.org/resource/Cooperstown,_New_York"
80,0S0R2SDS,82,0,"http://dbpedia.org/resource/Corning_(city),_New_York"
81,0S0R2SDS,83,0,"http://dbpedia.org/resource/Corning_(city),_New_York"
82,0S0R2SDS,84,0,"http://dbpedia.org/resource/Corsicana,_Texas"
83,0S0R2SDS,85,0,"http://dbpedia.org/resource/Cottonwood_Heights,_Utah"
84,0S0R2SDS,86,0,"http://dbpedia.org/resource/Crawford_County,_Pennsylvania"
85,0S0R2SDS,87,0,http://dbpedia.org/resource/Crewe_Alexandra_F.C.
86,0S0R2SDS,88,0,http://dbpedia.org/resource/Crested_lark
87,0S0R2SDS,89,0,"http://dbpedia.org/resource/Crisfield,_Maryland"
88,0S0R2SDS,90,0,http://dbpedia.org/resource/Ceará_Sporting_Club
89,0S0R2SDS,91,0,http://dbpedia.org/resource/Cuaró
90,0S0R2SDS,92,0,http://dbpedia.org/resource/Qatar
91,0S0R2SDS,93,0,"http://dbpedia.org/resource/Dayton,_Ohio"
92,0S0R2SDS,94,0,"http://dbpedia.org/resource/Berkeley,_California"
93,0S0R2SDS,95,0,"http://dbpedia.org/resource/Danville,_Virginia"
94,0S0R2SDS,96,0,http://dbpedia.org/resource/Miles_Davis
95,0S0R2SDS,97,0,http://dbpedia.org/resource/Bryce_Davison
96,0S0R2SDS,98,0,http://dbpedia.org/resource/Daws_Butler
97,0S0R2SDS,99,0,"http://dbpedia.org/resource/Dayton,_Ohio"
98,0S0R2SDS,100,0,"http://dbpedia.org/resource/DeKalb,_Illinois"
99,0S0R2SDS,101,0,http://dbpedia.org/resource/...And_You_Will_Know_Us_by_the_Trail_of_Dead
100,0S0R2SDS,102,0,http://dbpedia.org/resource/Huff-Daland
101,0S0R2SDS,103,0,http://dbpedia.org/resource/New_Jersey_Devils
102,0S0R2SDS,104,0,"http://dbpedia.org/resource/Des_Moines,_Iowa"
103,0S0R2SDS,105,0,"http://dbpedia.org/resource/Dodge_City,_Kansas"
104,0S0R2SDS,106,0,http://dbpedia.org/resource/Club_Atlético_Douglas_Haig
105,0S0R2SDS,107,0,http://dbpedia.org/resource/Dover_Athletic_F.C.
106,0S0R2SDS,108,0,http://dbpedia.org/resource/Drum_kit
107,0S0R2SDS,109,0,http://dbpedia.org/resource/Alexandre_Dumas
108,0S0R2SDS,110,0,http://dbpedia.org/resource/Wisconsin
109,0S0R2SDS,111,0,http://dbpedia.org/resource/Abitibi—Baie-James—Nunavik—Eeyou
110,0S0R2SDS,112,0,"http://dbpedia.org/resource/El_Paso,_Texas"
111,0S0R2SDS,113,0,http://dbpedia.org/resource/Lieutenant_general
112,0S0R2SDS,114,0,http://dbpedia.org/resource/Lgiń
113,0S0R2SDS,115,0,"http://dbpedia.org/resource/Elkhart,_Indiana"
114,0S0R2SDS,116,0,http://dbpedia.org/resource/Emmerson_Mnangagwa
115,0S0R2SDS,117,0,http://dbpedia.org/resource/K.A.S._Eupen
116,0S0R2SDS,118,0,http://dbpedia.org/resource/Ústí_nad_Labem_Region
117,0S0R2SDS,119,0,"http://dbpedia.org/resource/Fallbrook,_California"
118,0S0R2SDS,120,0,"http://dbpedia.org/resource/Farmington_Hills,_Michigan"
119,0S0R2SDS,121,0,"http://dbpedia.org/resource/Fayetteville,_Arkansas"
120,0S0R2SDS,122,0,"http://dbpedia.org/resource/Fayetteville,_Arkansas"
121,0S0R2SDS,123,0,"http://dbpedia.org/resource/Fayetteville,_Arkansas"
122,0S0R2SDS,124,0,"http://dbpedia.org/resource/Fayetteville,_North_Carolina"
123,0S0R2SDS,125,0,"http://dbpedia.org/resource/Flagstaff,_Arizona"
124,0S0R2SDS,126,0,"http://dbpedia.org/resource/Forestville,_California"
125,0S0R2SDS,127,0,"http://dbpedia.org/resource/Forestville,_California"
126,0S0R2SDS,128,0,"http://dbpedia.org/resource/Fort_Dodge,_Iowa"
127,0S0R2SDS,129,0,"http://dbpedia.org/resource/Fort_Wayne,_Indiana"
128,0S0R2SDS,130,0,"http://dbpedia.org/resource/Fort_Wayne,_Indiana"
129,0S0R2SDS,131,0,"http://dbpedia.org/resource/Fort_Worth,_Texas"
130,0S0R2SDS,132,0,http://dbpedia.org/resource/Mabel_Normand
131,0S0R2SDS,133,0,"http://dbpedia.org/resource/Fullerton,_California"
132,0S0R2SDS,134,0,"http://dbpedia.org/resource/Gainesville,_Florida"
133,0S0R2SDS,135,0,"http://dbpedia.org/resource/Gainesville,_Florida"
134,0S0R2SDS,136,0,"http://dbpedia.org/resource/Galveston,_Texas"
135,0S0R2SDS,137,0,"http://dbpedia.org/resource/Galveston,_Texas"
136,0S0R2SDS,138,0,http://dbpedia.org/resource/Garry_Marshall
137,0S0R2SDS,139,0,"http://dbpedia.org/resource/Gaylord,_Michigan"
138,0S0R2SDS,140,0,http://dbpedia.org/resource/Genoa_C.F.C.
139,0S0R2SDS,141,0,"http://dbpedia.org/resource/Gilroy,_California"
140,0S0R2SDS,142,0,"http://dbpedia.org/resource/Glendale,_California"
141,0S0R2SDS,143,0,"http://dbpedia.org/resource/Goleta,_California"
142,0S0R2SDS,144,0,"http://dbpedia.org/resource/Goleta,_California"
143,0S0R2SDS,145,0,"http://dbpedia.org/resource/Granville,_Ohio"
144,0S0R2SDS,146,0,"http://dbpedia.org/resource/Greenfield,_Massachusetts"
145,0S0R2SDS,147,0,"http://dbpedia.org/resource/Greenville,_South_Carolina"
146,0S0R2SDS,148,0,"http://dbpedia.org/resource/Greenville,_South_Carolina"
147,0S0R2SDS,149,0,"http://dbpedia.org/resource/Greenwood,_Mississippi"
148,0S0R2SDS,150,0,"http://dbpedia.org/resource/Griggsville,_Illinois"
149,0S0R2SDS,151,0,"http://dbpedia.org/resource/Groton,_Connecticut"
150,0S0R2SDS,152,0,"http://dbpedia.org/resource/Hacienda_Heights,_California"
151,0S0R2SDS,153,0,"http://dbpedia.org/resource/Hadley,_Massachusetts"
152,0S0R2SDS,154,0,http://dbpedia.org/resource/David_Hains
153,0S0R2SDS,155,0,"http://dbpedia.org/resource/Haines_City,_Florida"
154,0S0R2SDS,156,0,"http://dbpedia.org/resource/Haines_City,_Florida"
155,0S0R2SDS,157,0,http://dbpedia.org/resource/Hamilton_Academical_F.C.
156,0S0R2SDS,158,0,"http://dbpedia.org/resource/Hammondsport,_New_York"
157,0S0R2SDS,159,0,http://dbpedia.org/resource/Hannibal
158,0S0R2SDS,160,0,"http://dbpedia.org/resource/Hartford,_Connecticut"
159,0S0R2SDS,161,0,http://dbpedia.org/resource/William_Hartnell
160,0S0R2SDS,162,0,"http://dbpedia.org/resource/Hattiesburg,_Mississippi"
161,0S0R2SDS,163,0,http://dbpedia.org/resource/Haverstraw–Ossining_Ferry
162,0S0R2SDS,164,0,http://dbpedia.org/resource/Heracles_Almelo
163,0S0R2SDS,165,0,http://dbpedia.org/resource/Hurling
164,0S0R2SDS,166,0,"http://dbpedia.org/resource/Holtville,_California"
165,0S0R2SDS,167,0,http://dbpedia.org/resource/Percy_Hobson_Holyoak
166,0S0R2SDS,168,0,http://dbpedia.org/resource/Houston
167,0S0R2SDS,169,0,"http://dbpedia.org/resource/Huntington_Beach,_California"
168,0S0R2SDS,170,0,"http://dbpedia.org/resource/Huntsville,_Alabama"
169,0S0R2SDS,171,0,http://dbpedia.org/resource/Llano_Estacado
170,0S0R2SDS,172,0,http://dbpedia.org/resource/Independence_Party_(Iceland)
171,0S0R2SDS,173,0,http://dbpedia.org/resource/American_Revolutionary_War
172,0S0R2SDS,174,0,http://dbpedia.org/resource/Indianapolis_Colts
173,0S0R2SDS,175,0,http://dbpedia.org/resource/Indianapolis_Colts
174,0S0R2SDS,176,0,http://dbpedia.org/resource/Inoran
175,0S0R2SDS,177,0,http://dbpedia.org/resource/Philip_H._Iselin_Stakes
176,0S0R2SDS,178,0,http://dbpedia.org/resource/Philip_H._Iselin_Stakes
177,0S0R2SDS,179,0,http://dbpedia.org/resource/Michael_Jackson
178,0S0R2SDS,180,0,http://dbpedia.org/resource/Michael_Jackson
179,0S0R2SDS,181,0,http://dbpedia.org/resource/Edmund_Randolph
180,0S0R2SDS,182,0,http://dbpedia.org/resource/Hieronymus_Bosch
181,0S0R2SDS,183,0,"http://dbpedia.org/resource/Jersey_City,_New_Jersey"
182,0S0R2SDS,184,0,http://dbpedia.org/resource/Bob_Johnston
183,0S0R2SDS,185,0,"http://dbpedia.org/resource/Joliet,_Illinois"
184,0S0R2SDS,186,0,http://dbpedia.org/resource/Battle_of_Jonesborough
185,0S0R2SDS,187,0,http://dbpedia.org/resource/Zeenat_Aman
186,0S0R2SDS,188,0,http://dbpedia.org/resource/FC_Carl_Zeiss_Jena
187,0S0R2SDS,189,0,"http://dbpedia.org/resource/Juneau,_Alaska"
188,0S0R2SDS,190,0,"http://dbpedia.org/resource/Kalispell,_Montana"
189,0S0R2SDS,191,0,http://dbpedia.org/resource/Cayman_Islands
190,0S0R2SDS,192,0,"http://dbpedia.org/resource/Kaufman_County,_Texas"
191,0S0R2SDS,193,0,http://dbpedia.org/resource/Kumaon_division
192,0S0R2SDS,194,0,http://dbpedia.org/resource/Kent
193,0S0R2SDS,195,0,http://dbpedia.org/resource/Kenne_Duncan
194,0S0R2SDS,196,0,http://dbpedia.org/resource/Kaiser_Shipyards
195,0S0R2SDS,197,0,http://dbpedia.org/resource/Kaizer_Chiefs_F.C.
196,0S0R2SDS,198,0,"http://dbpedia.org/resource/Kenai_Peninsula_Borough,_Alaska"
197,0S0R2SDS,199,0,http://dbpedia.org/resource/Battle_of_Kennesaw_Mountain
198,0S0R2SDS,200,0,http://dbpedia.org/resource/Buster_Keaton
199,0S0R2SDS,201,0,http://dbpedia.org/resource/Kirkuk
200,0S0R2SDS,202,0,http://dbpedia.org/resource/Kirkuk
201,0S0R2SDS,203,0,"http://dbpedia.org/resource/Ketchikan,_Alaska"
202,0S0R2SDS,204,0,"http://dbpedia.org/resource/Ketchikan,_Alaska"
203,0S0R2SDS,205,0,"http://dbpedia.org/resource/Kirkland,_Washington"
204,0S0R2SDS,206,0,"http://dbpedia.org/resource/Kirkwood,_Missouri"
205,0S0R2SDS,207,0,http://dbpedia.org/resource/Gmina_Kuźnica
206,0S0R2SDS,208,0,http://dbpedia.org/resource/Kunik
207,0S0R2SDS,209,0,http://dbpedia.org/resource/Nik_Kershaw
208,0S0R2SDS,210,0,"http://dbpedia.org/resource/Knoxville,_Tennessee"
209,0S0R2SDS,211,0,http://dbpedia.org/resource/Huffman_coding
210,0S0R2SDS,212,0,"http://dbpedia.org/resource/Lafayette,_Louisiana"
211,0S0R2SDS,213,0,http://dbpedia.org/resource/Wisconsin
212,0S0R2SDS,214,0,http://dbpedia.org/resource/Lebanon
213,0S0R2SDS,215,0,http://dbpedia.org/resource/Downy
214,0S0R2SDS,216,0,"http://dbpedia.org/resource/Lexington,_Kentucky"
215,0S0R2SDS,217,0,http://dbpedia.org/resource/Lincoln_City_F.C.
216,0S0R2SDS,218,0,http://dbpedia.org/resource/Lincoln_City_F.C.
217,0S0R2SDS,219,0,http://dbpedia.org/resource/Carl_Hans_Lody
218,0S0R2SDS,220,0,"http://dbpedia.org/resource/Lompoc,_California"
219,0S0R2SDS,221,0,http://dbpedia.org/resource/Lenzburg
220,0S0R2SDS,222,0,http://dbpedia.org/resource/Magic_Valley
221,0S0R2SDS,223,0,http://dbpedia.org/resource/Manhattan
222,0S0R2SDS,224,0,http://dbpedia.org/resource/Jason_Manford
223,0S0R2SDS,225,0,http://dbpedia.org/resource/Works_of_Herbert_Maryon
224,0S0R2SDS,226,0,http://dbpedia.org/resource/Vallée_des_merveilles
225,0S0R2SDS,227,0,http://dbpedia.org/resource/Henrique_Meirelles
226,0S0R2SDS,228,0,"http://dbpedia.org/resource/Marysville,_Ohio"
227,0S0R2SDS,229,0,http://dbpedia.org/resource/Maton
228,0S0R2SDS,230,0,"http://dbpedia.org/resource/McAllen,_Texas"
229,0S0R2SDS,231,0,"http://dbpedia.org/resource/McLoud,_Oklahoma"
230,0S0R2SDS,232,0,http://dbpedia.org/resource/McCloud_(surname)
231,0S0R2SDS,233,0,http://dbpedia.org/resource/Melbourne
232,0S0R2SDS,234,0,"http://dbpedia.org/resource/Memphis,_Tennessee"
233,0S0R2SDS,235,0,http://dbpedia.org/resource/Iran_Standard_Time
234,0S0R2SDS,236,0,"http://dbpedia.org/resource/Meriden,_Connecticut"
235,0S0R2SDS,237,0,http://dbpedia.org/resource/Miami_Dolphins
236,0S0R2SDS,238,0,http://dbpedia.org/resource/Miami
237,0S0R2SDS,239,0,http://dbpedia.org/resource/Myanmar
238,0S0R2SDS,241,0,"http://dbpedia.org/resource/Millinocket,_Maine"
239,0S0R2SDS,242,0,http://dbpedia.org/resource/Artillery_of_France_in_the_Middle_Ages
240,0S0R2SDS,243,0,"http://dbpedia.org/resource/Milpitas,_California"
241,0S0R2SDS,244,0,http://dbpedia.org/resource/Millipede
242,0S0R2SDS,245,0,http://dbpedia.org/resource/Milwaukee
243,0S0R2SDS,246,0,http://dbpedia.org/resource/Minneapolis
244,0S0R2SDS,247,0,http://dbpedia.org/resource/Walter_E._Meshaka_Jr.
245,0S0R2SDS,248,0,"http://dbpedia.org/resource/Mishawaka,_Indiana"
246,0S0R2SDS,249,0,"http://dbpedia.org/resource/Missoula,_Montana"
247,0S0R2SDS,250,0,"http://dbpedia.org/resource/Missoula,_Montana"
248,0S0R2SDS,251,0,"http://dbpedia.org/resource/Modesto,_California"
249,0S0R2SDS,254,0,http://dbpedia.org/resource/Monticello
250,0S0R2SDS,255,0,http://dbpedia.org/resource/Greenock_Morton_F.C.
251,0S0R2SDS,256,0,"http://dbpedia.org/resource/Mount_Pleasant,_Iowa"
252,0S0R2SDS,257,0,http://dbpedia.org/resource/Virginia
253,0S0R2SDS,258,0,"http://dbpedia.org/resource/Naperville,_Illinois"
254,0S0R2SDS,259,0,"http://dbpedia.org/resource/Naugatuck,_Connecticut"
255,0S0R2SDS,260,0,http://dbpedia.org/resource/Neverland_(company)
256,0S0R2SDS,261,0,http://dbpedia.org/resource/New_Brunswick
257,0S0R2SDS,262,0,"http://dbpedia.org/resource/New_Castle_County,_Delaware"
258,0S0R2SDS,263,0,"http://dbpedia.org/resource/New_Haven,_Connecticut"
259,0S0R2SDS,264,0,http://dbpedia.org/resource/New_Orleans
260,0S0R2SDS,265,0,"http://dbpedia.org/resource/New_Rochelle,_New_York"
261,0S0R2SDS,266,0,"http://dbpedia.org/resource/New_Rochelle,_New_York"
